Date,Open,High,Low,Close,Adj Close,Volume
6/25/1999,5.125,5.125,5.078125,5.09375,3.911813,614400
6/28/1999,5.09375,5.09375,4.75,5,3.839816,1345200
6/29/1999,4.984375,5.0625,4.96875,5.046875,3.875816,2542400
6/30/1999,5.046875,5.25,5.03125,5.0625,3.887816,2419600
7/1/1999,5,5.09375,5,5.078125,3.899815,964400
7/2/1999,5.09375,5.234375,5.078125,5.15625,3.959812,640800
7/6/1999,5.09375,5.15625,4.984375,5.078125,3.899815,1520800
7/7/1999,5.21875,5.21875,5,5.09375,3.911813,761200
7/8/1999,5.15625,5.21875,5.0625,5.109375,3.923815,738000
7/9/1999,5.109375,5.171875,4.984375,5,3.839816,1172400
7/12/1999,5.0625,5.09375,4.921875,4.953125,3.803821,1102400
7/13/1999,4.90625,4.953125,4.859375,4.921875,3.802853,936800
7/14/1999,4.984375,5,4.8125,4.921875,3.802853,2089600
7/15/1999,4.875,4.96875,4.875,4.90625,3.790781,1315200
7/16/1999,4.90625,5,4.890625,4.953125,3.826999,758400
7/19/1999,4.953125,4.96875,4.84375,4.9375,3.814927,552400
7/20/1999,5.125,5.359375,5.09375,5.109375,3.947725,4442800
7/21/1999,5.109375,5.109375,4.921875,5,3.863214,1336800
7/22/1999,5.015625,5.078125,4.9375,5.0625,3.911508,1292800
7/23/1999,5.125,5.40625,5.125,5.34375,4.128814,1787200
7/26/1999,5.3125,5.34375,5.09375,5.09375,3.93565,695200
7/27/1999,5.109375,5.171875,4.96875,5,3.863214,2086000
7/28/1999,5,5.109375,4.984375,5.03125,3.887359,1353200
7/29/1999,5.046875,5.421875,5.015625,5.390625,4.165031,2756000
7/30/1999,5.34375,5.453125,5.25,5.34375,4.128814,1898000
8/2/1999,5.34375,5.40625,5.21875,5.390625,4.165031,828400
8/3/1999,5.421875,5.484375,5.25,5.28125,4.080524,740800
8/4/1999,5.296875,5.5,5.28125,5.5,4.249537,1095200
8/5/1999,5.5,5.90625,5.5,5.765625,4.45477,6318800
8/6/1999,5.828125,6.25,5.8125,6.234375,4.816948,10857600
8/9/1999,6.25,6.296875,6.140625,6.1875,4.78073,5552400
8/10/1999,6.15625,6.15625,5.578125,5.59375,4.321973,11995600
8/11/1999,5.625,5.96875,5.625,5.796875,4.478918,49530800
8/12/1999,5.921875,5.9375,5.8125,5.875,4.539279,11618000
8/13/1999,5.921875,5.921875,5.796875,5.859375,4.527209,3915600
8/16/1999,5.84375,5.875,5.78125,5.796875,4.478918,4842400
8/17/1999,5.921875,5.921875,5.78125,5.8125,4.49099,3304400
8/18/1999,5.859375,5.875,5.78125,5.78125,4.466842,2251200
8/19/1999,5.796875,6,5.796875,5.90625,4.563425,3824800
8/20/1999,5.984375,5.984375,5.890625,5.921875,4.575497,2324000
8/23/1999,5.96875,5.96875,5.859375,5.90625,4.563425,2996400
8/24/1999,5.890625,5.984375,5.875,5.890625,4.551353,1313600
8/25/1999,5.890625,5.921875,5.875,5.890625,4.551353,3498800
8/26/1999,5.875,5.90625,5.796875,5.796875,4.478918,4426800
8/27/1999,5.859375,5.859375,5.78125,5.796875,4.478918,2379600
8/30/1999,5.78125,5.859375,5.78125,5.828125,4.503062,1148800
8/31/1999,5.828125,6.046875,5.828125,5.96875,4.611713,2851200
9/1/1999,6,6.046875,5.984375,6.015625,4.647933,2284400
9/2/1999,5.953125,5.953125,5.796875,5.84375,4.515135,2588400
9/3/1999,5.875,5.890625,5.8125,5.859375,4.527209,1901600
9/7/1999,5.828125,6.109375,5.828125,5.984375,4.623786,2730000
9/8/1999,5.9375,6.25,5.921875,6,4.635859,4117200
9/9/1999,6.125,6.3125,6.109375,6.3125,4.877311,3618400
9/10/1999,6.34375,6.34375,6.046875,6.1875,4.78073,2659200
9/13/1999,6.1875,6.1875,6.03125,6.09375,4.708295,1657600
9/14/1999,6.109375,6.125,5.875,5.890625,4.551353,2080800
9/15/1999,5.890625,5.921875,5.71875,5.734375,4.430627,2696000
9/16/1999,5.75,5.8125,5.71875,5.8125,4.49099,1253600
9/17/1999,5.75,5.921875,5.734375,5.828125,4.503062,1513600
9/20/1999,5.875,6.1875,5.84375,6.046875,4.672077,5072800
9/21/1999,6,6.015625,5.71875,5.71875,4.418554,3708800
9/22/1999,5.765625,5.84375,5.625,5.71875,4.418554,4423600
9/23/1999,5.78125,5.796875,5.546875,5.578125,4.309902,1639200
9/24/1999,5.578125,5.578125,5.078125,5.234375,4.044305,4068000
9/27/1999,5.421875,5.453125,5.328125,5.4375,4.201248,3034000
9/28/1999,5.5,5.515625,5.03125,5.09375,3.93565,4129600
9/29/1999,5.140625,5.3125,5.140625,5.265625,4.06845,5394800
9/30/1999,5.28125,5.46875,5.28125,5.3125,4.104667,2349600
10/1/1999,5.28125,5.390625,5.265625,5.3125,4.104667,1456400
10/4/1999,5.25,5.359375,5.1875,5.34375,4.128814,1798000
10/5/1999,5.296875,5.3125,5.0625,5.25,4.056378,3047200
10/6/1999,5.234375,5.234375,5.140625,5.171875,3.996013,1636800
10/7/1999,5.21875,5.390625,5.125,5.359375,4.140887,1752000
10/8/1999,5.25,5.359375,5.09375,5.109375,3.947725,3649200
10/11/1999,5.125,5.28125,5.046875,5.25,4.056378,1274000
10/12/1999,5.3125,5.515625,5.3125,5.4375,4.201248,2177200
10/13/1999,5.375,5.5,5.1875,5.234375,4.066741,2228800
10/14/1999,5.25,5.375,5.109375,5.28125,4.103161,1484000
10/15/1999,5.296875,5.296875,4.921875,5,3.884649,3327600
10/18/1999,4.96875,5.09375,4.953125,5.03125,3.908926,2130800
10/19/1999,5.109375,5.4375,5.09375,5.28125,4.103161,1981600
10/20/1999,5.34375,5.5625,5.34375,5.546875,4.309533,2732000
10/21/1999,5.515625,5.5625,5.265625,5.34375,4.15172,890000
10/22/1999,5.3125,5.75,5.3125,5.578125,4.333811,1703600
10/25/1999,5.59375,5.59375,5.25,5.390625,4.188137,808800
10/26/1999,5.46875,5.484375,5.28125,5.28125,4.103161,1713600
10/27/1999,5.296875,5.421875,5.25,5.28125,4.103161,1456000
10/28/1999,5.28125,5.4375,5,5.140625,3.993902,2042800
10/29/1999,5.140625,5.203125,4.984375,5.203125,4.042463,1572400
11/1/1999,5.1875,5.265625,5.140625,5.25,4.078883,836000
11/2/1999,5.25,5.25,4.6875,4.8125,3.738974,3785600
11/3/1999,4.796875,4.96875,4.765625,4.921875,3.823951,5707600
11/4/1999,4.921875,4.96875,4.625,4.734375,3.678275,1625600
11/5/1999,4.75,4.78125,4.34375,4.578125,3.556881,9891600
11/8/1999,4.578125,4.71875,4.578125,4.6875,3.64186,3473600
11/9/1999,4.703125,4.859375,4.671875,4.84375,3.763254,4055600
11/10/1999,4.859375,5.0625,4.828125,4.9375,3.836091,2160800
11/11/1999,4.96875,4.96875,4.78125,4.84375,3.763254,1836400
11/12/1999,4.8125,5.015625,4.78125,4.90625,3.811813,2381600
11/15/1999,4.90625,5.0625,4.90625,5.03125,3.908926,1271600
11/16/1999,4.96875,5,4.78125,4.859375,3.775393,1710400
11/17/1999,4.90625,5.453125,4.890625,5.21875,4.054602,3100400
11/18/1999,5.0625,5.15625,4.921875,5.09375,3.957487,2759200
11/19/1999,4.96875,5.015625,4.859375,4.90625,3.811813,4571600
11/22/1999,4.875,4.984375,4.75,4.859375,3.775393,2540400
11/23/1999,4.84375,4.875,4.59375,4.8125,3.738974,8740800
11/24/1999,4.84375,4.984375,4.84375,4.9375,3.836091,5987200
11/26/1999,4.9375,4.96875,4.921875,4.9375,3.836091,1155600
11/29/1999,4.875,4.890625,4.6875,4.6875,3.64186,4353600
11/30/1999,4.6875,4.75,4.546875,4.625,3.5933,3780000
12/1/1999,4.6875,4.75,4.578125,4.671875,3.629719,2977600
12/2/1999,4.625,4.625,4.453125,4.46875,3.471906,2751600
12/3/1999,4.53125,4.546875,4.25,4.34375,3.374788,1984400
12/6/1999,4.25,4.328125,4.125,4.125,3.204836,1987600
12/7/1999,3.875,3.953125,3.625,3.78125,2.937766,19160000
12/8/1999,3.78125,4,3.59375,3.90625,3.034882,9156800
12/9/1999,4.015625,4.0625,3.75,3.953125,3.0713,4218800
12/10/1999,3.984375,3.984375,3.765625,3.90625,3.034882,3742000
12/13/1999,3.96875,4.25,3.9375,4,3.107719,4740400
12/14/1999,4.046875,4.09375,3.9375,3.96875,3.08344,2705600
12/15/1999,3.96875,4.140625,3.96875,4.03125,3.131998,6146800
12/16/1999,4.0625,4.234375,4.0625,4.234375,3.289811,6224000
12/17/1999,4.296875,4.296875,4.21875,4.296875,3.338372,4254800
12/20/1999,4.296875,4.3125,4.15625,4.265625,3.314091,3943200
12/21/1999,4.265625,4.296875,4.171875,4.25,3.301951,2204800
12/22/1999,4.21875,4.25,4.125,4.203125,3.265533,2402000
12/23/1999,4.140625,4.375,4.125,4.265625,3.314091,4230800
12/27/1999,4.234375,4.296875,4.046875,4.125,3.204836,2252800
12/28/1999,4.25,4.28125,4.015625,4.25,3.301951,3511200
12/29/1999,4.3125,4.421875,4.25,4.328125,3.362649,1347200
12/30/1999,4.421875,4.421875,4.125,4.265625,3.314091,1889600
12/31/1999,4.21875,4.390625,4.140625,4.390625,3.411208,924400
1/3/2000,4.296875,4.34375,3.75,3.875,3.010602,3971200
1/4/2000,3.75,3.90625,3.6875,3.875,3.010602,5402800
1/5/2000,3.8125,3.875,3.71875,3.765625,2.925626,3598000
1/6/2000,3.765625,4.125,3.734375,4.078125,3.168417,3956000
1/7/2000,4.125,4.1875,3.984375,4.03125,3.131998,2756400
1/10/2000,3.96875,4.0625,3.90625,4.0625,3.156277,1998800
1/11/2000,4,4.15625,4,4.09375,3.180557,2788400
1/12/2000,4.078125,4.140625,4.015625,4.09375,3.204036,2079200
1/13/2000,4.125,4.234375,4.109375,4.171875,3.265182,4296400
1/14/2000,4.234375,4.28125,4.140625,4.25,3.326326,5099200
1/18/2000,4.3125,4.484375,4.171875,4.265625,3.338556,3706800
1/19/2000,4.328125,4.453125,4.28125,4.28125,3.350786,1662400
1/20/2000,4.265625,4.28125,4,4.1875,3.277412,4240800
1/21/2000,4.234375,4.328125,4.03125,4.0625,3.179578,7760000
1/24/2000,4,4.046875,3.859375,3.96875,3.106204,5458400
1/25/2000,3.96875,4.046875,3.890625,3.90625,3.057286,5332000
1/26/2000,3.921875,4.0625,3.921875,3.953125,3.093974,4566400
1/27/2000,3.96875,4.03125,3.8125,3.859375,3.0206,2605200
1/28/2000,3.859375,3.921875,3.796875,3.8125,2.983912,2298000
1/31/2000,3.875,3.984375,3.765625,3.96875,3.106204,3082800
2/1/2000,3.9375,4.046875,3.90625,4,3.130661,2764000
2/2/2000,4.0625,4.171875,4.0625,4.125,3.228495,4101200
2/3/2000,4.15625,4.203125,4.03125,4.03125,3.15512,3419200
2/4/2000,4.015625,4.140625,3.8125,3.921875,3.069516,2589200
2/7/2000,3.984375,4.03125,3.859375,3.890625,3.045058,3120800
2/8/2000,3.921875,3.96875,3.828125,3.875,3.032829,2361600
2/9/2000,3.90625,3.96875,3.71875,3.765625,2.947223,3786400
2/10/2000,3.765625,3.96875,3.765625,3.96875,3.106204,3636800
2/11/2000,3.984375,3.984375,3.8125,3.90625,3.057286,3043600
2/14/2000,3.90625,3.96875,3.828125,3.9375,3.081745,2067200
2/15/2000,3.9375,4.125,3.921875,4.0625,3.179578,2679600
2/16/2000,4.09375,4.140625,3.984375,3.984375,3.118432,2467600
2/17/2000,4.015625,4.046875,3.96875,4.046875,3.167349,4590800
2/18/2000,4.046875,4.0625,3.921875,3.921875,3.069516,2795200
2/22/2000,3.90625,3.953125,3.796875,3.875,3.032829,1354400
2/23/2000,3.84375,3.9375,3.671875,3.6875,2.886078,2829600
2/24/2000,3.734375,3.734375,3.4375,3.5,2.739329,5046800
2/25/2000,3.515625,3.5625,3.421875,3.46875,2.714871,5426400
2/28/2000,3.515625,3.625,3.453125,3.546875,2.776017,3141200
2/29/2000,3.546875,3.8125,3.53125,3.8125,2.983912,8637600
3/1/2000,3.875,3.9375,3.8125,3.90625,3.057286,6214400
3/2/2000,4,4.46875,4,4.4375,3.473078,8708800
3/3/2000,4.4375,4.53125,4.15625,4.328125,3.387473,6155200
3/6/2000,4.28125,4.46875,4.25,4.34375,3.399702,1912400
3/7/2000,4.53125,4.734375,4.40625,4.671875,3.656513,4027600
3/8/2000,4.65625,4.859375,4.53125,4.71875,3.693203,6978400
3/9/2000,4.75,4.78125,4.59375,4.6875,3.668742,2698800
3/10/2000,4.609375,4.78125,4.5,4.640625,3.632055,4815600
3/13/2000,4.578125,4.734375,4.546875,4.5625,3.570911,1570000
3/14/2000,4.578125,4.703125,4.53125,4.625,3.619826,2675200
3/15/2000,4.6875,4.71875,4.46875,4.578125,3.583138,2478400
3/16/2000,4.578125,4.84375,4.5625,4.6875,3.668742,3574800
3/17/2000,4.6875,4.75,4.578125,4.625,3.619826,1438800
3/20/2000,4.578125,4.609375,4.4375,4.59375,3.595369,2441600
3/21/2000,4.59375,4.71875,4.546875,4.671875,3.656513,3318400
3/22/2000,4.78125,4.921875,4.59375,4.734375,3.705431,7837600
3/23/2000,4.75,4.765625,4.6875,4.75,3.71766,2806000
3/24/2000,4.734375,4.78125,4.59375,4.609375,3.607598,3700000
3/27/2000,4.59375,4.71875,4.5625,4.609375,3.607598,3110800
3/28/2000,4.671875,4.96875,4.671875,4.828125,3.778806,3733600
3/29/2000,4.84375,5.421875,4.84375,5.273438,4.127339,5833600
3/30/2000,5.421875,6.015625,5.375,5.75,4.500326,11296000
3/31/2000,5.734375,5.9375,5.296875,5.296875,4.145681,6144800
4/3/2000,5.5,5.84375,5.4375,5.8125,4.549243,4421600
4/4/2000,5.96875,6.015625,5.453125,5.671875,4.43918,8818400
4/5/2000,5.78125,5.875,5.46875,5.578125,4.365805,4235200
4/6/2000,5.640625,5.84375,5.609375,5.8125,4.549243,2180800
4/7/2000,5.796875,5.953125,5.75,5.90625,4.622617,2288000
4/10/2000,5.890625,5.90625,5.515625,5.625,4.402493,3462000
4/11/2000,5.640625,5.96875,5.640625,5.859375,4.585932,3255600
4/12/2000,5.96875,6.234375,5.953125,6.078125,4.78162,6724400
4/13/2000,6,6.171875,5.984375,6.125,4.842398,3855200
4/14/2000,6.140625,6.140625,5.71875,5.8125,4.595336,4076000
4/17/2000,5.859375,5.859375,5.625,5.734375,4.533572,2638800
4/18/2000,5.671875,5.96875,5.625,5.9375,4.69416,2716800
4/19/2000,5.90625,6.125,5.71875,5.796875,4.582981,4382400
4/20/2000,6.125,6.140625,5.78125,5.953125,4.706511,5895600
4/24/2000,5.890625,5.90625,5.765625,5.8125,4.595336,4030800
4/25/2000,5.875,5.984375,5.875,5.90625,4.669456,3372400
4/26/2000,5.9375,5.984375,5.875,5.90625,4.669456,2989200
4/27/2000,5.875,6.046875,5.828125,6,4.743572,4181600
4/28/2000,5.984375,6.21875,5.984375,6.21875,4.916516,4572800
5/1/2000,6.25,6.53125,6.21875,6.46875,5.114162,8929600
5/2/2000,6.5,6.84375,6.484375,6.71875,5.311814,7471200
5/3/2000,6.703125,6.796875,6.53125,6.5625,5.188283,7364800
5/4/2000,6.5625,7.03125,6.53125,6.921875,5.472402,8126800
5/5/2000,6.859375,7.15625,6.84375,7.109375,5.620638,5255200
5/8/2000,7.03125,7.359375,7,7.25,5.731816,6769200
5/9/2000,7.234375,7.34375,6.9375,7.140625,5.645346,6667200
5/10/2000,7.109375,7.203125,6.953125,7.1875,5.682402,2924800
5/11/2000,7.25,7.375,7.203125,7.359375,5.818286,4901200
5/12/2000,7.375,7.4375,7.21875,7.421875,5.867701,3829600
5/15/2000,7.390625,7.484375,7.375,7.375,5.83064,6628800
5/16/2000,7.375,7.375,6.953125,7,5.534167,5500400
5/17/2000,7.03125,7.625,7,7.46875,5.904758,7666400
5/18/2000,7.4375,7.703125,7.3125,7.625,6.028292,7371200
5/19/2000,7.6875,7.875,7.515625,7.765625,6.139465,9448800
5/22/2000,7.78125,7.984375,7.703125,7.796875,6.164175,4984000
5/23/2000,7.890625,7.96875,7.765625,7.78125,6.151818,8338000
5/24/2000,7.796875,7.984375,7.671875,7.703125,6.090053,4621200
5/25/2000,7.875,7.875,7.421875,7.5625,5.978878,7182000
5/26/2000,7.625,7.734375,7.4375,7.5,5.929465,5896000
5/30/2000,7.5,7.8125,7.453125,7.78125,6.151818,5545200
5/31/2000,7.8125,8.15625,7.796875,8.125,6.423586,7608400
6/1/2000,8.21875,8.21875,7.84375,8.015625,6.337116,4780400
6/2/2000,8.0625,8.109375,7.59375,7.625,6.028292,7745600
6/5/2000,7.625,7.625,7.40625,7.546875,5.966524,3572800
6/6/2000,7.484375,7.859375,7.484375,7.84375,6.201231,5061200
6/7/2000,7.84375,8.09375,7.5625,7.8125,6.176526,4528000
6/8/2000,7.875,8.25,7.859375,8.046875,6.361821,3970000
6/9/2000,8.046875,8.046875,7.890625,7.921875,6.262998,2680400
6/12/2000,7.984375,8.234375,7.96875,8.140625,6.43594,2977200
6/13/2000,8.203125,8.359375,8.171875,8.3125,6.571822,2928000
6/14/2000,8.328125,8.484375,8.296875,8.375,6.621234,2354400
6/15/2000,8.34375,8.421875,8.140625,8.3125,6.571822,5023200
6/16/2000,8.34375,8.71875,8.34375,8.65625,6.843589,5959600
6/19/2000,8.625,8.703125,8.375,8.542969,6.75403,4421600
6/20/2000,8.375,8.40625,8.21875,8.390625,6.633591,4307600
6/21/2000,8.390625,8.46875,8.171875,8.40625,6.64594,6675600
6/22/2000,8.578125,8.578125,7.9375,8.078125,6.386528,3479200
6/23/2000,8.140625,8.390625,8.125,8.265625,6.534765,1300400
6/26/2000,8.3125,8.4375,8,8.125,6.423586,1290000
6/27/2000,8.0625,8.25,7.953125,8.234375,6.510059,3145200
6/28/2000,8.21875,8.375,8.109375,8.359375,6.608882,2004800
6/29/2000,8.375,8.578125,8.265625,8.4375,6.670649,2542400
6/30/2000,8.4375,8.59375,8.1875,8.351563,6.602704,3358000
7/3/2000,8.390625,8.453125,8.1875,8.234375,6.510059,955200
7/5/2000,8.21875,8.21875,7.3125,7.390625,5.842993,8606400
7/6/2000,7.625,7.71875,6.828125,7.1875,5.682402,13292400
7/7/2000,7.125,7.53125,7.046875,7.5,5.929465,7344800
7/10/2000,7.984375,8,7.5625,7.59375,6.003585,5566400
7/11/2000,7.625,8.125,7.625,8.09375,6.398881,10232800
7/12/2000,8.375,8.390625,7.84375,7.859375,6.213586,6577200
7/13/2000,7.84375,8.09375,7.546875,7.984375,6.340647,6513200
7/14/2000,7.984375,8.046875,7.75,7.875,6.253788,2781600
7/17/2000,7.875,8.109375,7.515625,7.59375,6.030441,5228000
7/18/2000,7.53125,7.875,7.53125,7.875,6.253788,5148800
7/19/2000,7.859375,7.875,7.6875,7.734375,6.142112,2002000
7/20/2000,7.734375,7.734375,7.140625,7.25,5.757457,4954000
7/21/2000,7.3125,7.3125,6.734375,7.015625,5.571331,5475600
7/24/2000,7.03125,7.125,6.75,6.828125,5.422431,4165600
7/25/2000,6.96875,7.125,6.671875,6.75,5.360393,4645600
7/26/2000,6.765625,7.046875,6.75,6.953125,5.521698,5205200
7/27/2000,7.015625,7.453125,7.015625,7.375,5.856723,6708400
7/28/2000,7.375,7.671875,7.375,7.5,5.955987,3148000
7/31/2000,7.75,7.75,7.265625,7.390625,5.869131,2477200
8/1/2000,7.375,7.84375,7.359375,7.71875,6.129704,3064400
8/2/2000,7.703125,8.015625,7.703125,8,6.353054,4163600
8/3/2000,8.125,8.5,7.875,7.875,6.253788,4956000
8/4/2000,8.03125,8.296875,7.890625,8.171875,6.489548,4012000
8/7/2000,8.21875,8.375,8.15625,8.238281,6.542284,2492800
8/8/2000,8.234375,8.4375,8.171875,8.203125,6.514364,3491200
8/9/2000,8.484375,8.484375,8.28125,8.28125,6.576406,2464000
8/10/2000,8.4375,8.65625,8.375,8.546875,6.787348,5085600
8/11/2000,8.59375,8.609375,8.453125,8.5625,6.799754,2801600
8/14/2000,8.578125,8.984375,8.578125,8.6875,6.89902,9181200
8/15/2000,8.75,9,8.75,8.875,7.047922,3815200
8/16/2000,8.890625,9,8.765625,8.8125,6.998287,4539600
8/17/2000,8.9375,9.4375,8.9375,9.0625,7.196819,7969600
8/18/2000,9.125,9.1875,8.84375,9.03125,7.172004,3105200
8/21/2000,9.203125,9.265625,8.953125,9.09375,7.221637,3074400
8/22/2000,9.21875,9.375,9.125,9.171875,7.283676,3228000
8/23/2000,9.25,9.53125,9.203125,9.4375,7.494624,4234000
8/24/2000,9.4375,9.515625,9.25,9.5,7.544252,5120000
8/25/2000,9.46875,9.515625,9.296875,9.484375,7.531844,2270000
8/28/2000,9.484375,9.609375,9.4375,9.484375,7.531844,2191600
8/29/2000,9.53125,9.875,9.4375,9.734375,7.730378,4318800
8/30/2000,9.734375,9.78125,9.328125,9.46875,7.519437,5579200
8/31/2000,9.5625,9.6875,9.515625,9.5625,7.593887,2158400
9/1/2000,9.625,9.796875,9.609375,9.625,7.643519,3648000
9/5/2000,9.5625,9.65625,9.5,9.625,7.643519,2422400
9/6/2000,9.59375,9.8125,9.5625,9.8125,7.79242,5343200
9/7/2000,9.8125,9.828125,9.65625,9.828125,7.80483,2734000
9/8/2000,9.671875,9.734375,9.453125,9.6875,7.693154,3470800
9/11/2000,9.6875,9.96875,9.625,9.921875,7.879276,3152800
9/12/2000,9.96875,10.125,9.84375,10.0625,7.990952,4668000
9/13/2000,10.125,10.125,9.6875,9.8125,7.79242,4134800
9/14/2000,9.8125,9.9375,9.578125,9.90625,7.866872,1876000
9/15/2000,9.890625,10.09375,9.78125,9.875,7.842053,4874400
9/18/2000,9.875,10.046875,9.84375,9.988281,7.932009,4268400
9/19/2000,9.984375,10.0625,9.640625,9.703125,7.705563,4907200
9/20/2000,9.765625,10.125,9.703125,9.921875,7.879276,6606800
9/21/2000,9.875,9.875,9.53125,9.5625,7.593887,5988400
9/22/2000,9.5,9.828125,9.4375,9.5,7.544252,5231200
9/25/2000,9.421875,9.421875,8.96875,9.296875,7.382945,4980400
9/26/2000,9.359375,9.875,9.359375,9.734375,7.730378,3000800
9/27/2000,9.796875,9.953125,9.734375,9.875,7.842053,3685600
9/28/2000,9.96875,10.03125,9.75,9.75,7.742785,3528800
9/29/2000,9.8125,10.21875,9.65625,9.71875,7.717971,4221600
10/2/2000,9.859375,10,9.828125,9.921875,7.879276,2756400
10/3/2000,9.921875,9.9375,9.8125,9.875,7.842053,2165600
10/4/2000,9.828125,9.84375,9.390625,9.40625,7.469801,5314000
10/5/2000,9.453125,9.5,9.1875,9.234375,7.333314,3250000
10/6/2000,9.25,9.515625,9.25,9.484375,7.531844,4725200
10/9/2000,9.53125,9.65625,9.375,9.46875,7.519437,1105600
10/10/2000,9.53125,10.21875,9.5,10.140625,8.052996,8097600
10/11/2000,10.34375,10.71875,10.265625,10.5625,8.388023,11044800
10/12/2000,10.5,10.765625,10.40625,10.53125,8.3632,6430000
10/13/2000,10.5,10.5,10.25,10.390625,8.279037,4662000
10/16/2000,10.5,10.5,10.1875,10.21875,8.142092,3360400
10/17/2000,10.25,10.671875,10.21875,10.625,8.46579,5753200
10/18/2000,10.625,10.8125,10.546875,10.5625,8.415993,8033200
10/19/2000,10.59375,10.75,10.546875,10.546875,8.403539,5792000
10/20/2000,10.59375,10.875,10.578125,10.859375,8.652531,4158000
10/23/2000,10.875,10.96875,10.46875,10.734375,8.552938,3183600
10/24/2000,10.6875,10.75,9.78125,10,7.967797,4280000
10/25/2000,9.84375,9.859375,8.828125,9.203125,7.332865,9694400
10/26/2000,9.203125,9.5,9.203125,9.46875,7.544511,5334000
10/27/2000,9.46875,9.75,9,9.5625,7.619207,6653600
10/30/2000,9.46875,9.671875,9.28125,9.65625,7.693906,3210800
10/31/2000,9.625,9.875,9.40625,9.84375,7.843297,3737600
11/1/2000,10.734375,10.859375,10.265625,10.53125,8.391085,85014000
11/2/2000,10.5,10.5,10.234375,10.265625,8.179446,11438400
11/3/2000,10.265625,10.421875,10.125,10.125,8.067397,3452400
11/6/2000,10.140625,10.140625,9.84375,9.96875,7.9429,3538400
11/7/2000,10.0625,10.15625,9.859375,9.96875,7.9429,2476800
11/8/2000,10.03125,10.296875,10.015625,10.21875,8.142092,4343600
11/9/2000,10.21875,10.25,9.859375,9.921875,7.905551,2184400
11/10/2000,9.984375,10.03125,9.921875,9.96875,7.9429,1820000
11/13/2000,10,10.046875,9.703125,9.734375,7.756155,2876400
11/14/2000,9.75,10.125,9.75,10.0625,8.0176,3869600
11/15/2000,10.1875,10.984375,10.1875,10.9375,8.714781,6206800
11/16/2000,10.9375,11.25,10.75,11.109375,8.851729,6700000
11/17/2000,11.046875,11.109375,10.78125,10.90625,8.689883,3281600
11/20/2000,10.96875,10.96875,10.5,10.5625,8.415993,3038000
11/21/2000,10.453125,11,10.4375,10.984375,8.752128,6115600
11/22/2000,10.984375,11.0625,10.71875,11,8.764576,3240800
11/24/2000,11.234375,11.40625,11.1875,11.375,9.063371,2414800
11/27/2000,11.390625,11.5,11.15625,11.4375,9.113171,3186800
11/28/2000,11.4375,11.59375,11.296875,11.3125,9.013577,3921600
11/29/2000,11.25,11.265625,10.40625,10.703125,8.528036,5480400
11/30/2000,10.703125,11.109375,10.34375,10.609375,8.453337,8427600
12/1/2000,10.671875,11.109375,10.625,11.109375,8.851729,5049600
12/4/2000,11.171875,11.671875,11.171875,11.5,9.162969,4766800
12/5/2000,11.5,11.921875,11.390625,11.515625,9.175418,7538000
12/6/2000,11.8125,11.984375,11.65625,11.90625,9.486662,5345600
12/7/2000,12,12.21875,10.953125,11.359375,9.050921,10778800
12/8/2000,11.46875,11.5,11.109375,11.40625,9.088273,7000000
12/11/2000,11.46875,11.921875,11.4375,11.875,9.461758,3144000
12/12/2000,11.875,12.09375,11.5625,12.078125,9.623608,3772400
12/13/2000,12.078125,12.375,12.015625,12.234375,9.748102,6840400
12/14/2000,11.9375,12.15625,11.734375,11.796875,9.39951,6851600
12/15/2000,11.75,11.984375,11.703125,11.90625,9.486662,4900400
12/18/2000,11.9375,12.609375,11.921875,12.375,9.860152,6525600
12/19/2000,12.390625,12.984375,12.390625,12.609375,10.046897,8017600
12/20/2000,12.59375,12.9375,12.40625,12.53125,9.984642,6236800
12/21/2000,12.625,13.125,12.625,12.90625,10.28344,6930000
12/22/2000,12.921875,13.015625,12.75,13,10.358139,2170400
12/26/2000,13,13.96875,13,13.890625,11.06777,7116400
12/27/2000,13.875,14.015625,13.625,14.015625,11.167374,5626400
12/28/2000,13.96875,14.171875,13.84375,14.109375,11.242067,5019200
12/29/2000,14.109375,14.15625,13.484375,13.65625,10.881027,4861200
1/2/2001,13.609375,13.875,13.15625,13.390625,10.669384,8253200
1/3/2001,13.25,13.46875,12.140625,12.25,9.760552,10621200
1/4/2001,12.25,12.359375,11.375,11.59375,9.23767,14894000
1/5/2001,11.84375,12.109375,11.59375,11.953125,9.524011,6247200
1/8/2001,12,12.609375,12,12.28125,9.785453,7047200
1/9/2001,12.4375,12.453125,11.890625,12.09375,9.636059,7630000
1/10/2001,12.125,12.59375,12.09375,12.171875,9.698301,4845600
1/11/2001,12.3125,12.484375,11.84375,11.90625,9.486662,4665600
1/12/2001,11.875,11.875,11.59375,11.703125,9.352309,6849600
1/16/2001,11.4375,12.078125,11.375,11.984375,9.577064,4787200
1/17/2001,11.921875,11.921875,11.078125,11.171875,8.927773,7710800
1/18/2001,10.9375,10.9375,10.265625,10.875,8.690534,14735600
1/19/2001,10.75,11.1875,10.546875,11.0625,8.840367,9270400
1/22/2001,11.0625,11.375,11.0625,11.25,8.990207,3670000
1/23/2001,11.328125,11.609375,11.3125,11.5,9.189984,5634400
1/24/2001,11.515625,11.734375,11.375,11.5,9.189984,6909600
